date,AMZN.csv_close,TSLA.csv_Adj Close
2014-09-25,16.096500396728516,49.389999
2014-09-26,16.160499572753906,49.32
2014-09-29,16.090999603271484,49.051998
2014-09-30,16.121999740600586,48.535999
2014-10-01,15.873000144958496,48.048
2014-10-02,15.920499801635742,50.284
2014-10-03,16.136999130249023,51.042
2014-10-06,16.110000610351562,52.124001
2014-10-07,15.848999977111816,51.914001
2014-10-08,16.135000228881836,51.855999
2014-10-09,15.768500328063965,51.402
2014-10-10,15.569499969482422,47.382
2014-10-13,15.322500228881836,44.917999
2014-10-14,15.415499687194824,45.411999
2014-10-15,15.298500061035156,45.939999
2014-10-16,15.142999649047852,45.27
2014-10-17,15.182000160217283,45.495998
2014-10-20,15.310500144958496,46.094002
2014-10-21,15.76650047302246,47.068001
2014-10-22,15.648500442504885,46.220001
2014-10-23,15.659000396728516,47.057999
2014-10-24,14.352999687194824,47.048
2014-10-27,14.498499870300291,44.334
2014-10-28,14.779500007629396,48.554001
2014-10-29,14.706000328063965,47.619999
2014-10-30,14.953499794006348,47.731998
2014-10-31,15.27299976348877,48.34
2014-11-03,15.28600025177002,48.518002
2014-11-04,15.14050006866455,47.785999
2014-11-05,14.826000213623049,46.194
2014-11-06,14.83199977874756,48.243999
2014-11-07,14.993000030517578,48.040001
2014-11-10,15.255499839782717,48.386002
2014-11-11,15.600500106811523,50.216
2014-11-12,15.575499534606934,49.82
2014-11-13,15.824000358581545,50.34
2014-11-14,16.391000747680664,51.736
2014-11-17,16.15250015258789,50.796001
2014-11-18,16.24650001525879,51.540001
2014-11-19,16.32699966430664,49.548
2014-11-20,16.527000427246094,49.742001
2014-11-21,16.631500244140625,48.556
2014-11-24,16.781999588012695,49.344002
2014-11-25,16.75200080871582,49.618
2014-11-26,16.678499221801758,49.688
2014-11-28,16.93199920654297,48.903999
2014-12-01,16.299999237060547,46.327999
2014-12-02,16.315500259399414,46.285999
2014-12-03,15.824999809265137,45.860001
2014-12-04,15.846500396728516,45.655998
2014-12-05,15.631500244140623,44.742001
2014-12-08,15.33199977874756,42.872002
2014-12-09,15.625,43.377998
2014-12-10,15.291999816894531,41.967999
2014-12-11,15.368000030517578,41.776001
2014-12-12,15.366000175476074,41.400002
2014-12-15,15.303500175476074,40.807999
2014-12-16,14.753000259399414,39.562
2014-12-17,14.944000244140623,41.164001
2014-12-18,14.886500358581545,43.652
2014-12-19,14.994999885559082,43.858002
2014-12-22,15.32699966430664,44.52
2014-12-23,15.314499855041504,44.194
2014-12-24,15.15149974822998,44.452
2014-12-26,15.454500198364258,45.563999
2014-12-29,15.60200023651123,45.141998
2014-12-30,15.515000343322754,44.445999
2014-12-31,15.517499923706056,44.481998
2015-01-02,15.425999641418455,43.862
2015-01-05,15.10949993133545,42.018002
2015-01-06,14.76449966430664,42.256001
2015-01-07,14.92099952697754,42.189999
2015-01-08,15.02299976348877,42.124001
2015-01-09,14.846500396728516,41.332001
2015-01-12,14.570500373840332,40.442001
2015-01-13,14.737000465393066,40.849998
2015-01-14,14.66349983215332,38.537998
2015-01-15,14.34749984741211,38.374001
2015-01-16,14.536999702453612,38.613998
2015-01-20,14.472000122070312,38.386002
2015-01-21,14.862500190734863,39.313999
2015-01-22,15.515999794006348,40.324001
2015-01-23,15.619500160217283,40.257999
2015-01-26,15.482999801635742,41.310001
2015-01-27,15.337499618530272,41.195999
2015-01-28,15.195500373840332,39.874001
2015-01-29,15.58899974822998,41.040001
2015-01-30,17.726499557495117,40.720001
2015-02-02,18.223499298095703,42.188
2015-02-03,18.177499771118164,43.672001
2015-02-04,18.237499237060547,43.709999
2015-02-05,18.694499969482425,44.198002
2015-02-06,18.714000701904297,43.472
2015-02-09,18.527999877929688,43.495998
2015-02-10,18.649999618530273,43.257999
2015-02-11,18.756999969482425,42.560001
2015-02-12,18.85849952697754,40.576
2015-02-13,19.09149932861328,40.754002
2015-02-17,18.771499633789062,40.869999
2015-02-18,18.668500900268555,40.891998
2015-02-19,18.950000762939453,42.341999
2015-02-20,19.183000564575195,43.422001
2015-02-23,19.006999969482425,41.467999
2015-02-24,18.929500579833984,40.821999
2015-02-25,19.26849937438965,40.751999
2015-02-26,19.239999771118164,41.438
2015-02-27,19.007999420166016,40.667999
2015-03-02,19.28300094604492,39.466
2015-03-03,19.230499267578125,39.911999
2015-03-04,19.13599967956543,40.487999
2015-03-05,19.39150047302246,40.125999
2015-03-06,19.004499435424805,38.776001
2015-03-09,18.92799949645996,38.175999
2015-03-10,18.475500106811523,38.063999
2015-03-11,18.318500518798828,38.748001
2015-03-12,18.711999893188477,38.214001
2015-03-13,18.52899932861328,37.736
2015-03-16,18.667499542236328,39.139999
2015-03-17,18.59600067138672,38.945999
2015-03-18,18.756999969482425,40.141998
2015-03-19,18.66200065612793,39.130001
2015-03-20,18.92449951171875,39.616001
2015-03-23,18.75550079345703,39.925999
2015-03-24,18.704500198364254,40.344002
2015-03-25,18.54800033569336,38.860001
2015-03-26,18.36750030517578,38.082001
2015-03-27,18.527999877929688,37.0
2015-03-30,18.72949981689453,38.113998
2015-03-31,18.604999542236328,37.754002
2015-04-01,18.51300048828125,37.518002
2015-04-02,18.612499237060547,38.200001
