date,close_2,adj_close,adj_close_normalized,first_derivative,second_derivative
2012-05-21,1315.98999,1315.98999,0.3667305917973482,,
2012-05-22,1316.630005,1316.630005,0.36690954488596483,0.00017895308861665127,
2012-05-23,1318.859985,1318.859985,0.3675330643480921,0.0006235194621272422,0.0004445663735105909
2012-05-24,1320.680054,1320.680054,0.3680419695597596,0.0005089052116675208,-0.0001146142504597214
2012-05-25,1317.819946,1317.819946,0.36724226148982814,-0.0007997080699314596,-0.0013086132815989804
2012-05-29,1332.420044,1332.420044,0.371324560547203,0.0040822990573748386,0.004882007127306298
2012-05-30,1313.319946,1313.319946,0.36598402707536143,-0.0053405334718415465,-0.009422832529216385
2012-05-31,1310.329956,1310.329956,0.36514800300493666,-0.0008360240704247679,0.004504509401416779
2012-06-01,1278.040039,1278.040039,0.3561194952694535,-0.009028507735483138,-0.00819248366505837
2012-06-04,1278.180054,1278.180054,0.3561586445342405,3.9149264786986215e-05,0.009067657000270124
2012-06-05,1285.5,1285.5,0.35820535741629345,0.0020467128820529368,0.0020075636172659506
2012-06-06,1315.130005,1315.130005,0.3664901334144759,0.008284775998182448,0.006238063116129511
2012-06-07,1314.98999,1314.98999,0.3664509841496889,-3.9149264786986215e-05,-0.008323925262969434
2012-06-08,1325.660034,1325.660034,0.3694344100529498,0.0029834259032608945,0.0030225751680478807
2012-06-11,1308.930054,1308.930054,0.36475657969976316,-0.0046778303531866405,-0.007661256256447535
2012-06-12,1324.180054,1324.180054,0.36902059632656703,0.004264016626803868,0.008941846979990509
2012-06-13,1314.880005,1314.880005,0.3664202315025611,-0.0026003648240059407,-0.006864381450809809
2012-06-14,1329.099976,1329.099976,0.37039624414365413,0.003976012641093041,0.0065763774650989815
2012-06-15,1342.839966,1342.839966,0.37423805042641606,0.003841806282761928,-0.0001342063583311126
2012-06-18,1344.780029,1344.780029,0.3747805068781569,0.0005424564517408359,-0.0032993498310210922
2012-06-19,1357.97998,1357.97998,0.37847131412648455,0.0036908072483276544,0.0031483507965868185
2012-06-20,1355.689941,1355.689941,0.3778310017086466,-0.0006403124178379627,-0.004331119666165617
2012-06-21,1325.51001,1325.51001,0.3693924621952174,-0.00843853951342921,-0.007798227095591248
2012-06-22,1335.02002,1335.02002,0.3720515337205335,0.0026590715253161368,0.011097611038745347
2012-06-25,1313.719971,1313.719971,0.36609587712461633,-0.00595565659591718,-0.008614728121233317
2012-06-26,1319.98999,1319.98999,0.3678490223879853,0.0017531452633689493,0.00770880185928613
2012-06-27,1331.849976,1331.849976,0.37116516517471715,0.0033161427867318682,0.001562997523362919
2012-06-28,1329.040039,1329.040039,0.3703794853000764,-0.0007856798746407323,-0.0041018226613726005
2012-06-29,1362.160034,1362.160034,0.37964008919251324,0.009260603892436825,0.010046283767077557
2012-07-02,1365.51001,1365.51001,0.38057676810158825,0.0009366789090750061,-0.008323924983361819
2012-07-03,1374.02002,1374.02002,0.38295623197924517,0.0023794638776569177,0.0014427849685819116
2012-07-05,1367.579956,1367.579956,0.38115554083343,-0.0018006911458151587,-0.004180155023472076
2012-07-06,1354.680054,1354.680054,0.3775486295801748,-0.003606911253255185,-0.0018062201074400264
2012-07-09,1352.459961,1352.459961,0.37692787459886007,-0.0006207549813147528,0.002986156271940432
2012-07-10,1341.469971,1341.469971,0.3738549893471611,-0.0030728852516989646,-0.002452130270384212
2012-07-11,1341.449951,1341.449951,0.373849391602055,-5.597745106111773e-06,0.003067287506592853
2012-07-12,1334.76001,1334.76001,0.37197883293606565,-0.0018705586659893414,-0.0018649609208832296
2012-07-13,1356.780029,1356.780029,0.37813579865006813,0.0061569657140024825,0.008027524379991824
2012-07-16,1353.640015,1353.640015,0.37725782672191094,-0.0008779719281571952,-0.007034937642159678
2012-07-17,1363.670044,1363.670044,0.38006229953655524,0.0028044728146442988,0.003682444742801494
2012-07-18,1372.780029,1372.780029,0.38260952101261647,0.0025472214760612344,-0.00025725133858306437
2012-07-19,1376.51001,1376.51001,0.38365245222584027,0.0010429312132237967,-0.0015042902628374377
2012-07-20,1362.660034,1362.660034,0.3797798930163429,-0.0038725592094973615,-0.004915490422721158
2012-07-23,1350.52002,1350.52002,0.37638545225925224,-0.0033944407570906665,0.00047811845240669504
2012-07-24,1338.310059,1338.310059,0.3729714537860308,-0.0034139984732214357,-1.9557716130769176e-05
2012-07-25,1337.890015,1337.890015,0.3728540062712774,-0.00011744751475339932,0.0032965509584680364
2012-07-26,1360.02002,1360.02002,0.3790417249120153,0.006187718640737916,0.006305166155491315
2012-07-27,1385.969971,1385.969971,0.38629752966799874,0.007255804755983419,0.0010680861152455035
2012-07-30,1385.300049,1385.300049,0.3861102143534635,-0.0001873153145352524,-0.007443120070518672
2012-07-31,1379.319946,1379.319946,0.3844381318208734,-0.0016720825325901023,-0.00148476721805485
2012-08-01,1375.319946,1375.319946,0.3833197012302363,-0.0011184305906370984,0.0005536519419530039
2012-08-02,1365.0,1365.0,0.3804341654052056,-0.002885535825030705,-0.0017671052343936067
2012-08-03,1390.98999,1390.98999,0.3877011653717936,0.007266999966588028,0.010152535791618733
2012-08-06,1394.22998,1394.22998,0.3886070913541332,0.0009059259823395727,-0.006361073984248455
2012-08-07,1401.349976,1401.349976,0.39059789668703654,0.001990805332903356,0.0010848793505637833
2012-08-08,1402.219971,1402.219971,0.3908411539424619,0.00024325725542534427,-0.0017475480774780117
2012-08-09,1402.800049,1402.800049,0.39100334818750077,0.00016219424503888247,-8.10630103864618e-05
2012-08-10,1405.869995,1405.869995,0.3918617285670018,0.0008583803795010336,0.0006961861344621512
2012-08-13,1404.109985,1404.109985,0.391369616311045,-0.0004921122559568003,-0.001350492635457834
2012-08-14,1403.930054,1403.930054,0.39131930622739397,-5.03100836510284e-05,0.0004418021723057719
2012-08-15,1405.530029,1405.530029,0.3917666714734577,0.0004473652460637023,0.0004976753297147307
2012-08-16,1415.51001,1415.51001,0.39455715048455187,0.0027904790110941935,0.002343113765030491
2012-08-17,1418.160034,1418.160034,0.3952981174614325,0.0007409669768806415,-0.002049512034213552
2012-08-20,1418.130005,1418.130005,0.39528972112338095,-8.39633805155282e-06,-0.0007493633149321943
2012-08-21,1413.170044,1413.170044,0.3939028780956892,-0.0013868430276917643,-0.0013784466896402114
2012-08-22,1413.48999,1413.48999,0.3939923374441272,8.945934843801462e-05,0.0014763023761297789
2012-08-23,1402.079956,1402.079956,0.3908020046776749,-0.0031903327664523085,-0.003279792114890323
2012-08-24,1411.130005,1411.130005,0.39333246758976603,0.002530462912091136,0.005720795678543444
2012-08-27,1410.439941,1410.439941,0.3931395204179917,-0.00019294717177431586,-0.002723410083865452
2012-08-28,1409.300049,1409.300049,0.392820797897286,-0.0003187225207056943,-0.00012577534893137843
