date,close
2012-05-21 00:00:00-04:00,10.905500411987305
2012-05-22 00:00:00-04:00,10.766500473022461
2012-05-23 00:00:00-04:00,10.86400032043457
2012-05-24 00:00:00-04:00,10.76200008392334
2012-05-25 00:00:00-04:00,10.644499778747559
2012-05-29 00:00:00-04:00,10.737500190734863
2012-05-30 00:00:00-04:00,10.46150016784668
2012-05-31 00:00:00-04:00,10.645500183105469
2012-06-01 00:00:00-04:00,10.41100025177002
2012-06-04 00:00:00-04:00,10.728500366210938
2012-06-05 00:00:00-04:00,10.660499572753906
2012-06-06 00:00:00-04:00,10.881999969482422
2012-06-07 00:00:00-04:00,10.93999958
2012-06-08 00:00:00-04:00,10.923999786376953
2012-06-11 00:00:00-04:00,10.824999809265137
2012-06-12 00:00:00-04:00,10.821000099182129
2012-06-13 00:00:00-04:00,10.736499786376953
2012-06-14 00:00:00-04:00,10.72249984741211
2012-06-15 00:00:00-04:00,10.917499542236328
2012-06-18 00:00:00-04:00,11.133000373840332
2012-06-19 00:00:00-04:00,11.201499938964844
2012-06-20 00:00:00-04:00,11.151000022888184
2012-06-21 00:00:00-04:00,11.028499603271484
2012-06-22 00:00:00-04:00,11.107999801635742
2012-06-25 00:00:00-04:00,11.003499984741211
2012-06-26 00:00:00-04:00,11.280500411987305
2012-06-27 00:00:00-04:00,11.281000137329102
2012-06-28 00:00:00-04:00,11.065500259399414
2012-06-29 00:00:00-04:00,11.417499542236328
2012-07-02 00:00:00-04:00,11.465999603271484
2012-07-03 00:00:00-04:00,11.476499557495117
2012-07-05 00:00:00-04:00,11.352999687194824
2012-07-06 00:00:00-04:00,11.25249958
2012-07-09 00:00:00-04:00,11.25249958
2012-07-10 00:00:00-04:00,10.975000381469727
2012-07-11 00:00:00-04:00,10.918499946594238
2012-07-12 00:00:00-04:00,10.767999649047852
2012-07-13 00:00:00-04:00,10.919500350952148
2012-07-16 00:00:00-04:00,10.80049991607666
2012-07-17 00:00:00-04:00,10.846500396728516
2012-07-18 00:00:00-04:00,10.873499870300293
2012-07-19 00:00:00-04:00,11.308500289916992
2012-07-20 00:00:00-04:00,11.41450023651123
2012-07-23 00:00:00-04:00,11.30049991607666
2012-07-24 00:00:00-04:00,11.152000427246094
2012-07-25 00:00:00-04:00,10.852499961853027
2012-07-26 00:00:00-04:00,11.000499725341797
2012-07-27 00:00:00-04:00,11.866000175476074
2012-07-30 00:00:00-04:00,11.804499626159668
2012-07-31 00:00:00-04:00,11.664999961853027
2012-08-01 00:00:00-04:00,11.604499816894531
2012-08-02 00:00:00-04:00,11.540499687194824
2012-08-03 00:00:00-04:00,11.748499870300293
2012-08-06 00:00:00-04:00,11.69950008392334
2012-08-07 00:00:00-04:00,11.82800006866455
2012-08-08 00:00:00-04:00,11.718999862670898
2012-08-09 00:00:00-04:00,11.70300006866455
